timestamp,latitude,longitude,altitude,speed,heading,gpsAccuracy,leanAngle,pitchAngle,accelX,accelY,accelZ,longitudinalG,lateralG
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.07415905461752,4.1020002365112305,0.32816483359587667,0.20878506142128828,0.11799532175064087,-0.14846038818359375,0.1964397430419922,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.34602972038243,4.1020002365112305,0.2934912372625811,0.08704777589912283,0.237369567155838,-0.10549354553222656,0.1431293487548828,0.0,0.009711761464748198
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.21161122054954,6.939000129699707,0.4051871414492856,0.05613342391429654,-0.062267035245895386,-0.0835428237915039,0.07080841064453125,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.4836622031766,6.939000129699707,0.5016741657385502,0.1478474089816757,-0.008383989334106445,-0.12106609344482422,0.14112138748168945,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.2770784406325,6.939000129699707,0.5788514973379864,0.15285277829958233,0.014014065265655518,-0.08961009979248047,0.10901403427124023,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,243.82856706288476,6.939000129699707,0.5372224236874774,0.1317832584821943,0.04382660984992981,-0.09938383102416992,0.0941152572631836,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.89948314521894,6.939000129699707,0.4938503859628467,0.10684453414994266,0.058461159467697144,-0.07348155975341797,0.09719181060791016,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.21493326252568,6.939000129699707,0.507545436768688,0.11246137959059155,0.027968108654022217,-0.09158515930175781,0.08071374893188477,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.6823532658335,6.939000129699707,0.5024085276258303,0.1294322881879566,0.04184776544570923,-0.07593727111816406,0.10668802261352539,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,243.6972777516928,6.939000129699707,0.5110219365949986,0.13977265580984266,0.025486886501312256,-0.1105499267578125,0.07642269134521484,0.0,0.0
2026-08-29T15:52:16.000,34.2433007,-85.1614399,159.3000030517578,0.0,244.08199370094422,6.939000129699707,0.5517858935644346,0.1434821945419671,0.010666310787200928,-0.07065200805664062,0.10036420822143555,0.0,0.0
